sample_id,path,total_reads,filename,title,study,bioproject_accession,accession,biosample_accession,library_id,data_type,filetype,cell_type,generator_facility,production,iso_filename,platform_unit_1,platform_unit_2,barcode,basecaller,basecaller_version,platform,instrument_model,iso_library_id,ccs_algorithm,pbtrim_version,jasmine_version,lima_version,refine_version,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,design_description,polymerase_version,seq_plate_chemistry_version,pool,ntsm_score,similarity,check-flnc reads,generator_contact
HG00329,s3://human-pangenomics/working/HPRC/HG00329/raw_data/PacBio_Kinnex/HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,14699357,HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.213861,1,TRUE,iviolich@ucsc.edu
HG00344,s3://human-pangenomics/working/HPRC/HG00344/raw_data/PacBio_Kinnex/HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,15691882,HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.173686,1,TRUE,iviolich@ucsc.edu
HG00350,s3://human-pangenomics/working/HPRC/HG00350/raw_data/PacBio_Kinnex/HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,16420109,HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.185289,1,TRUE,iviolich@ucsc.edu
HG00355,s3://human-pangenomics/working/HPRC/HG00355/raw_data/PacBio_Kinnex/HG00355.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2.flnc.bam,12149853,HG00355.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00355.lymph.m84203_240816_234426_s1-m84203_240817_014338_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_240816_234426_s1,m84203_240817_014338_s2,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool2,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool002,0.187232,1,TRUE,iviolich@ucsc.edu
HG00375,s3://human-pangenomics/working/HPRC/HG00375/raw_data/PacBio_Kinnex/HG00375.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,9118384,HG00375.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00375.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_240818_013712_s4,m84203_240817_233747_s3,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool3,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool003,0.192555,1,TRUE,iviolich@ucsc.edu
HG00408,s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_Kinnex/HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,21778143,HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240719_183458_s2,m84081_240719_203427_s1,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_9,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool9,0.148935,1,TRUE,iviolich@ucsc.edu
HG00423,s3://human-pangenomics/working/HPRC/HG00423/raw_data/PacBio_Kinnex/HG00423.lymph.m84046_240713_051553_s2.flnc.bam,5805662,HG00423.lymph.m84046_240713_051553_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00423.lymph.m84046_240713_051553_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-1.bam,m84046_240713_051553_s2,NA,bc01,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.183349,1,TRUE,iviolich@ucsc.edu
HG00423,s3://human-pangenomics/working/HPRC/HG00423/raw_data/PacBio_Kinnex/HG00423.lymph.m84046_240722_012946_s4.flnc.bam,6354937,HG00423.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00423.lymph.m84046_240722_012946_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-1.bam,m84046_240722_012946_s4,NA,bc01,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.177367,1,TRUE,iviolich@ucsc.edu
HG00438,s3://human-pangenomics/working/HPRC/HG00438/raw_data/PacBio_Kinnex/HG00438.lymph.m84046_240713_091428_s4.flnc.bam,6425109,HG00438.lymph.m84046_240713_091428_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00438.lymph.m84046_240713_091428_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-2.bam,m84046_240713_091428_s4,NA,bc06,,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.161663,1,TRUE,iviolich@ucsc.edu
HG00438,s3://human-pangenomics/working/HPRC/HG00438/raw_data/PacBio_Kinnex/HG00438.lymph.m84046_240717_125059_s3.flnc.bam,7908024,HG00438.lymph.m84046_240717_125059_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00438.lymph.m84046_240717_125059_s3,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-2.bam,m84046_240717_125059_s3,NA,bc06,,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.157445,1,TRUE,iviolich@ucsc.edu
HG00544,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_Kinnex/HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,16109300,HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240712_233953_s3,m84081_240714_053249_s2,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_3,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool3,0.1401,1,TRUE,iviolich@ucsc.edu
HG00558,s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_Kinnex/HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,12646912,HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-7.bam,m84081_240721_062628_s1,m84081_240721_042704_s2,bc11,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_11,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool11,0.150622,1,TRUE,iviolich@ucsc.edu
HG00580,s3://human-pangenomics/working/HPRC/HG00580/raw_data/PacBio_Kinnex/HG00580.lymph.m84203_240818_033654_s1-m84203_240818_053625_s2.flnc.bam,12315177,HG00580.lymph.m84203_240818_033654_s1-m84203_240818_053625_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00580.lymph.m84203_240818_033654_s1-m84203_240818_053625_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_240818_033654_s1,m84203_240818_053625_s2,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool4,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool004,0.197439,1,TRUE,iviolich@ucsc.edu
HG00584,s3://human-pangenomics/working/HPRC/HG00584/raw_data/PacBio_Kinnex/HG00584.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,11097325,HG00584.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00584.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240816_214515_s4,m84203_240816_194554_s3,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool1,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool001,0.193913,1,TRUE,iviolich@ucsc.edu
HG00597,s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_Kinnex/HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,20552427,HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240715_195907_s2,m84081_240715_215836_s1,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_6,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool6,0.153118,1,TRUE,iviolich@ucsc.edu
HG00609,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_Kinnex/HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,22317518,HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240715_195907_s2,m84081_240715_215836_s1,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_6,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool6,0.142924,1,TRUE,iviolich@ucsc.edu
HG00621,s3://human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_Kinnex/HG00621.lymph.m84046_240713_091428_s4.flnc.bam,7005843,HG00621.lymph.m84046_240713_091428_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00621.lymph.m84046_240713_091428_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-1.bam,m84046_240713_091428_s4,NA,bc05,,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.172991,1,TRUE,iviolich@ucsc.edu
HG00621,s3://human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_Kinnex/HG00621.lymph.m84046_240717_125059_s3.flnc.bam,8612869,HG00621.lymph.m84046_240717_125059_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00621.lymph.m84046_240717_125059_s3,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-1.bam,m84046_240717_125059_s3,NA,bc05,,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.170832,1,TRUE,iviolich@ucsc.edu
HG00639,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_Kinnex/HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,18042426,HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240719_223349_s3,m84081_240720_003316_s4,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_10,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool10,0.169262,1,TRUE,iviolich@ucsc.edu
HG00642,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_Kinnex/HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,22234824,HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240712_233953_s3,m84081_240714_053249_s2,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_3,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool3,0.173299,1,TRUE,iviolich@ucsc.edu
HG00658,s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_Kinnex/HG00658.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,17537411,HG00658.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00658.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-4.bam,m84081_240721_062628_s1,m84081_240721_042704_s2,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_11,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool11,0.1554,1,TRUE,iviolich@ucsc.edu
HG00662,s3://human-pangenomics/working/HPRC/HG00662/raw_data/PacBio_Kinnex/HG00662.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3.flnc.bam,14309368,HG00662.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00662.lymph.m84203_241029_195536_s2-m84203_241029_215509_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_241029_195536_s2,m84203_241029_215509_s3,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool17,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool017,0.189099,1,TRUE,iviolich@ucsc.edu
HG00673,s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_Kinnex/HG00673.lymph.m84046_240713_051553_s2.flnc.bam,4903874,HG00673.lymph.m84046_240713_051553_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00673.lymph.m84046_240713_051553_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-8.bam,m84046_240713_051553_s2,NA,bc08,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.196727,1,TRUE,iviolich@ucsc.edu
HG00673,s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_Kinnex/HG00673.lymph.m84046_240722_012946_s4.flnc.bam,5379202,HG00673.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00673.lymph.m84046_240722_012946_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-8.bam,m84046_240722_012946_s4,NA,bc08,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.197161,1,TRUE,iviolich@ucsc.edu
HG00689,s3://human-pangenomics/working/HPRC/HG00689/raw_data/PacBio_Kinnex/HG00689.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,14214425,HG00689.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00689.lymph.m84203_240818_013712_s4-m84203_240817_233747_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_240818_013712_s4,m84203_240817_233747_s3,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool3,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool003,0.167616,1,TRUE,iviolich@ucsc.edu
HG00701,s3://human-pangenomics/working/HPRC/HG00701/raw_data/PacBio_Kinnex/HG00701.lymph.m84046_240727_105921_s1.flnc.bam,6256161,HG00701.lymph.m84046_240727_105921_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00701.lymph.m84046_240727_105921_s1,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-3.bam,m84046_240727_105921_s1,NA,bc03,,5,PACBIO,REVIO,HPRC_Pool004.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool004.KN,0.186449,1,TRUE,iviolich@ucsc.edu
HG00701,s3://human-pangenomics/working/HPRC/HG00701/raw_data/PacBio_Kinnex/HG00701.lymph.m84046_240727_125908_s2.flnc.bam,6439830,HG00701.lymph.m84046_240727_125908_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00701.lymph.m84046_240727_125908_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-3.bam,m84046_240727_125908_s2,NA,bc03,,5,PACBIO,REVIO,HPRC_Pool004.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool004.KN,0.183843,1,TRUE,iviolich@ucsc.edu
HG00706,s3://human-pangenomics/working/HPRC/HG00706/raw_data/PacBio_Kinnex/HG00706.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,18556044,HG00706.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00706.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240712_233953_s3,m84081_240714_053249_s2,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_3,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool3,0.144322,1,TRUE,iviolich@ucsc.edu
HG00735,s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_Kinnex/HG00735.lymph.m84046_240713_051553_s2.flnc.bam,5819419,HG00735.lymph.m84046_240713_051553_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00735.lymph.m84046_240713_051553_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-3.bam,m84046_240713_051553_s2,NA,bc03,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.205716,1,TRUE,iviolich@ucsc.edu
HG00735,s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_Kinnex/HG00735.lymph.m84046_240722_012946_s4.flnc.bam,6379171,HG00735.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00735.lymph.m84046_240722_012946_s4,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-3.bam,m84046_240722_012946_s4,NA,bc03,,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.200453,1,TRUE,iviolich@ucsc.edu
HG00738,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_Kinnex/HG00738.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,12066735,HG00738.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00738.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-4.bam,m84081_240712_233953_s3,m84081_240714_053249_s2,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_3,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool3,0.177031,1,TRUE,iviolich@ucsc.edu
