sample_id,release,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
HG00146,2,bam,m84081_230616_185930_s4.hifi_reads.bc2013.bam,s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_185930_s4.hifi_reads.bc2013.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,36.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396855,PRJNA701308,SAMN41021634,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00146_lib1_m84081_230616_185930_s4_m84081_230616_185930_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,5506717,112060886510,112.06,20349,67,58620,18538,20235,22498,18230,19832,21906,0.531688,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00150,3,bam,m84046_240314_024949_s3.hifi_reads.bc2006.bam,s3://human-pangenomics/working/HPRC/HG00150/raw_data/PacBio_HiFi/m84046_240314_024949_s3.hifi_reads.bc2006.bam,unaligned reads,UW_HPRC_HiFi_Y5,4.49,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 25kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,695853,14820144187,14.82,21297,120,62401,18480,21446,25396,17773,20373,23926,0.633064,TRUE,,,,,
HG00150,3,bam,m84046_240206_022949_s2.hifi_reads.bc2006.bam,s3://human-pangenomics/working/HPRC/HG00150/raw_data/PacBio_HiFi/m84046_240206_022949_s2.hifi_reads.bc2006.bam,unaligned reads,UW_HPRC_HiFi_Y5,11.76,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 25kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,1789114,38823088543,38.82,21699,150,57871,18777,21904,26027,18008,20755,24484,0.578322,TRUE,,,,,
HG00150,3,bam,m84046_240203_081624_s4.hifi_reads.bc2006.bam,s3://human-pangenomics/working/HPRC/HG00150/raw_data/PacBio_HiFi/m84046_240203_081624_s4.hifi_reads.bc2006.bam,unaligned reads,UW_HPRC_HiFi_Y5,20.46,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 25kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,3145084,67529966710,67.53,21471,68,60570,18631,21647,25634,17902,20557,24165,0.541249,TRUE,,,,,
HG00150,3,bam,m84046_240204_053409_s1.hifi_reads.bc2006.bam,s3://human-pangenomics/working/HPRC/HG00150/raw_data/PacBio_HiFi/m84046_240204_053409_s1.hifi_reads.bc2006.bam,unaligned reads,UW_HPRC_HiFi_Y5,22.64,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 25kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,3452370,74697672486,74.7,21636,155,66180,18739,21839,25928,17977,20699,24406,0.533594,TRUE,,,,,
HG00232,2,bam,m84081_230714_205519_s2.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_205519_s2.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,2.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396924,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230714_205519_s2_m84081_230714_205519_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,353075,7010861592,7.01,19856,405,52961,18313,19795,21716,18063,19476,21260,0.695173,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00232,2,bam,m84081_230714_212624_s3.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_212624_s3.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,2.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396923,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230714_212624_s3_m84081_230714_212624_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,384888,7637421327,7.64,19843,503,52520,18300,19779,21693,18046,19460,21241,0.691868,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00232,2,bam,m84081_230714_201817_s1.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_201817_s1.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396836,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230714_201817_s1_m84081_230714_201817_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,317329,6302465374,6.3,19860,431,70267,18323,19799,21713,18065,19484,21267,0.691276,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00232,2,bam,m84081_230714_215730_s4.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_215730_s4.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,2.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396922,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230714_215730_s4_m84081_230714_215730_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,398971,7956857338,7.96,19943,169,51376,18366,19870,21834,18108,19543,21367,0.691208,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00232,2,bam,m84081_230623_202140_s1.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,26.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396866,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4422744,81313868165,81.31,18385,98,49595,16572,18682,20737,16076,18183,20208,0.550558,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00232,2,bam,m84081_230623_205201_s2.hifi_reads.bc2014.bam,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,26.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396847,PRJNA701308,SAMN41021635,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00232_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,4459695,82640938538,82.64,18530,110,53546,16716,18822,20895,16210,18325,20354,0.516307,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00234,3,bam,m84081_240515_055714_s3.hifi_reads.bc2021.bam,s3://human-pangenomics/working/HPRC/HG00234/raw_data/PacBio_HiFi/m84081_240515_055714_s3.hifi_reads.bc2021.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,43.69,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6204827,144167666744,144.17,23234,74,78028,20023,23511,28257,19132,22147,26394,0.482145,TRUE,,,,,
HG00234,3,bam,m84081_240515_035745_s2.hifi_reads.bc2021.bam,s3://human-pangenomics/working/HPRC/HG00234/raw_data/PacBio_HiFi/m84081_240515_035745_s2.hifi_reads.bc2021.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,39.4,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,5647926,130020619410,130.02,23020,71,74372,19872,23267,27879,19014,21955,26081,0.4636,TRUE,,,,,
HG00235,2,bam,m84091_230721_141900_s2.hifi_reads.bc1008.bam,s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_HiFi/m84091_230721_141900_s2.hifi_reads.bc1008.bam,unaligned reads,RU_Y4,29.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405849,PRJNA701308,SAMN41021667,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00235_PB1_m84091_230721_141900_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4537603,90629295210,90.63,19972,60,64006,17093,20339,24494,16198,19048,22813,0.500559,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00235,2,bam,m84091_230724_170222_s4.hifi_reads.bc1008.bam,s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_HiFi/m84091_230724_170222_s4.hifi_reads.bc1008.bam,unaligned reads,RU_Y4,32.4,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405848,PRJNA701308,SAMN41021667,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00235_PB1_m84091_230724_170222_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4889018,100350407151,100.35,20525,141,63978,17561,20992,25350,16568,19607,23582,0.480542,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00236,3,bam,m84081_240501_202516_s2.hifi_reads.bc2007.bam,s3://human-pangenomics/working/HPRC/HG00236/raw_data/PacBio_HiFi/m84081_240501_202516_s2.hifi_reads.bc2007.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,27.95,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,4263514,92227095645,92.23,21631,91,66687,19015,21660,25366,18435,20765,24083,0.509931,TRUE,,,,,
HG00236,3,bam,m84081_240521_200850_s2.hifi_reads.bc2007.bam,s3://human-pangenomics/working/HPRC/HG00236/raw_data/PacBio_HiFi/m84081_240521_200850_s2.hifi_reads.bc2007.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,29.6,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,4386190,97668724859,97.67,22267,90,75398,19502,22407,26325,18845,21409,24975,0.46701,TRUE,,,,,
HG00243,3,bam,m84091_230719_162122_s2.hifi_reads.bc1018.bam,s3://human-pangenomics/working/HPRC/HG00243/raw_data/PacBio_HiFi/m84091_230719_162122_s2.hifi_reads.bc1018.bam,unaligned reads,RU_Y4,27.72,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405826,PRJNA701308,SAMN41021644,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00243_PB1_m84091_230719_162122_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,4231327,91462784918,91.46,21615,97,65354,18295,22278,27119,17075,20547,25031,0.534405,TRUE,,,,,
HG00243,3,bam,m84091_230712_180444_s4.hifi_reads.bc1018.bam,s3://human-pangenomics/working/HPRC/HG00243/raw_data/PacBio_HiFi/m84091_230712_180444_s4.hifi_reads.bc1018.bam,unaligned reads,RU_Y4,28.58,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405837,PRJNA701308,SAMN41021644,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00243_PB1_m84091_230712_180444_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,4331650,94319711832,94.32,21774,93,73045,18433,22452,27372,17180,20708,25231,0.489085,TRUE,,,,,
HG00245,3,bam,m84046_240313_225116_s1.hifi_reads.bc2030.bam,s3://human-pangenomics/working/HPRC/HG00245/raw_data/PacBio_HiFi/m84046_240313_225116_s1.hifi_reads.bc2030.bam,unaligned reads,UW_HPRC_HiFi_Y5,10.25,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 30kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,1410490,33842629422,33.84,23993,122,65452,20288,24485,30167,19103,22620,27623,0.568905,TRUE,,,,,
HG00245,3,bam,m84046_240305_031802_s4.hifi_reads.bc2030.bam,s3://human-pangenomics/working/HPRC/HG00245/raw_data/PacBio_HiFi/m84046_240305_031802_s4.hifi_reads.bc2030.bam,unaligned reads,UW_HPRC_HiFi_Y5,13.25,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 30kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,1806178,43721796667,43.72,24206,102,64209,20583,24792,30171,19377,22997,27895,0.565738,TRUE,,,,,
HG00245,3,bam,m84046_240302_164114_s4.hifi_reads.bc2030.bam,s3://human-pangenomics/working/HPRC/HG00245/raw_data/PacBio_HiFi/m84046_240302_164114_s4.hifi_reads.bc2030.bam,unaligned reads,UW_HPRC_HiFi_Y5,15.74,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 30kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,2166703,51936996071,51.94,23970,183,70638,20386,24511,29833,19226,22751,27586,0.564647,TRUE,,,,,
HG00245,3,bam,m84046_240327_225434_s3.hifi_reads.bc2030.bam,s3://human-pangenomics/working/HPRC/HG00245/raw_data/PacBio_HiFi/m84046_240327_225434_s3.hifi_reads.bc2030.bam,unaligned reads,UW_HPRC_HiFi_Y5,17.22,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 30kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,C1,P1,2374742,56826838246,56.83,23929,118,68516,20281,24411,29908,19120,22613,27500,0.551317,TRUE,,,,,
HG00253,2,bam,m84091_230721_134835_s1.hifi_reads.bc1003.bam,s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230721_134835_s1.hifi_reads.bc1003.bam,unaligned reads,RU_Y4,36,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405815,PRJNA701308,SAMN41021666,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00253_PB1_m84091_230721_134835_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,5510036,111727151213,111.73,20277,55,62447,17382,20786,25025,16355,19411,23287,0.486424,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00253,2,bam,m84091_230727_143029_s4.hifi_reads.bc1003.bam,s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230727_143029_s4.hifi_reads.bc1003.bam,unaligned reads,RU_Y4,28.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405807,PRJNA701308,SAMN41021666,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG00253_PB1_m84091_230727_143029_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4512540,89522377853,89.52,19838,129,61986,16985,20288,24409,16026,18955,22733,0.484157,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00254,3,bam,m84203_240521_182323_s2.hifi_reads.bc1021.bam,s3://human-pangenomics/working/HPRC/HG00254/raw_data/PacBio_HiFi/m84203_240521_182323_s2.hifi_reads.bc1021.bam,unaligned reads,RU_Y5,9.95,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1600154,32853290619,32.85,20531,73,65765,17264,22333,28145,14840,19496,24997,0.56115,TRUE,TRUE,TRUE,FALSE,,
HG00254,3,bam,m84203_240515_205634_s3.hifi_reads.bc1021.bam,s3://human-pangenomics/working/HPRC/HG00254/raw_data/PacBio_HiFi/m84203_240515_205634_s3.hifi_reads.bc1021.bam,unaligned reads,RU_Y5,15.51,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2149116,51188255407,51.19,23818,74,65266,20047,24471,30059,18741,22507,27615,0.529084,TRUE,TRUE,TRUE,FALSE,,
HG00254,3,bam,m84203_240517_225815_s2.hifi_reads.bc1021.bam,s3://human-pangenomics/working/HPRC/HG00254/raw_data/PacBio_HiFi/m84203_240517_225815_s2.hifi_reads.bc1021.bam,unaligned reads,RU_Y5,33.81,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4799340,111559572002,111.56,23244,85,75881,19604,23740,29112,18419,21938,26762,0.49618,TRUE,TRUE,TRUE,FALSE,,
HG00258,3,bam,m84046_230724_190043_s1.hifi_reads.bc2096.bam,s3://human-pangenomics/working/HPRC/HG00258/raw_data/PacBio_HiFi/m84046_230724_190043_s1.hifi_reads.bc2096.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15.58,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483180,PRJNA701308,SAMN41021676,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00258.HFSS_m84046_230724_190043_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2758278,51428204939,51.43,18645,148,55371,16729,18691,21293,16344,18140,20558,0.580143,TRUE,,,,,
HG00258,3,bam,m84046_230724_200213_s3.hifi_reads.bc2096.bam,s3://human-pangenomics/working/HPRC/HG00258/raw_data/PacBio_HiFi/m84046_230724_200213_s3.hifi_reads.bc2096.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15.24,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483178,PRJNA701308,SAMN41021676,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00258.HFSS_m84046_230724_200213_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2704234,50277136375,50.28,18592,127,52749,16693,18637,21211,16308,18093,20489,0.552473,TRUE,,,,,
HG00258,3,bam,m84046_230724_193107_s2.hifi_reads.bc2096.bam,s3://human-pangenomics/working/HPRC/HG00258/raw_data/PacBio_HiFi/m84046_230724_193107_s2.hifi_reads.bc2096.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,16.30,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483179,PRJNA701308,SAMN41021676,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00258.HFSS_m84046_230724_193107_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2881022,53789021399,53.79,18670,103,60525,16744,18719,21334,16353,18163,20593,0.551802,TRUE,,,,,
HG00258,3,bam,m84046_230728_232723_s1.hifi_reads.bc2096.bam,s3://human-pangenomics/working/HPRC/HG00258/raw_data/PacBio_HiFi/m84046_230728_232723_s1.hifi_reads.bc2096.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15.27,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483181,PRJNA701308,SAMN41021676,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00258.HFSS_m84046_230728_232723_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,2710084,50381614416,50.38,18590,135,56068,16692,18633,21200,16311,18091,20477,0.53166,TRUE,,,,,
HG00272,2,bam,m84046_230718_223822_s1.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230718_223822_s1.hifi_reads.bc2087.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,9.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483226,PRJNA701308,SAMN41021659,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00272.HFSS_m84046_230718_223822_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1299274,28648842428,28.65,22049,201,54405,19353,22079,25872,18745,21161,24545,0.605234,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00272,2,bam,m84046_230716_054822_s4.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230716_054822_s4.hifi_reads.bc2087.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,19.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483227,PRJNA701308,SAMN41021659,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00272.HFSS_m84046_230716_054822_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2665556,59280573492,59.28,22239,146,71087,19487,22300,26169,18854,21337,24814,0.548297,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00272,2,bam,m84046_230719_001055_s4.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230719_001055_s4.hifi_reads.bc2087.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,21.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483208,PRJNA701308,SAMN41021659,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00272.HFSS_m84046_230719_001055_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3001821,66535915752,66.54,22165,86,60184,19451,22207,26022,18831,21277,24693,0.542628,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00272,2,bam,m84046_230716_051716_s3.hifi_reads.bc2087.bam,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230716_051716_s3.hifi_reads.bc2087.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,18,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483207,PRJNA701308,SAMN41021659,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00272.HFSS_m84046_230716_051716_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2516610,55893022230,55.89,22209,70,62245,19469,22259,26112,18841,21311,24765,0.515406,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00280,2,bam,m84046_230628_213236_s2.hifi_reads.bc2051.bam,s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/m84046_230628_213236_s2.hifi_reads.bc2051.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,17.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483120,PRJNA701308,SAMN33758779,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00280.HFSS_m84046_230628_213236_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2816967,55575840201,55.58,19728,165,54674,17352,19722,22899,16892,18978,21911,0.551705,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG00290,2,bam,m84046_230712_224626_s1.hifi_reads.bc2052.bam,s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_HiFi/m84046_230712_224626_s1.hifi_reads.bc2052.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,3.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483111,PRJNA701308,SAMN41021639,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG00290.HFSS_m84046_230712_224626_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,485522,11095310100,11.1,22852,299,67558,19912,22984,27160,19159,21877,25619,0.638957,TRUE,,TRUE,FALSE,2.7.1,2.0701
